,Title,Auction Type,Artist Name #1,Artist Name #2,Instagram Page,Instagram Page 2,Instagram Followers,Instagram Followers 2,Avg Likes,Avg Likes2,Spotify Monthly Listeners #1,Spotify Page #2,Spotify Monthly Listeners #2,SoundCloud Page,SoundCloud Followers,SoundCloud Page #2,SoundCloud Followers #2,YouTube Page,YouTube Subscribers,YouTube Total Views,Price,12 Month Royalties,,
585,Contemporary Gospel Featuring Zacardi Cortez,Video,Zacardi Cortez, Shirley Caesar,cardikeev_,pastorscaesar,118777,53238,1593,1374,,,,Zacardi Cortez,1397,Shirley Caesar,1079,https://www.youtube.com/channel/UC5s9aaQuCH-hP-TjVTsfnmw,,12874454,23500,2525,,
586,Jazz Saxophonist Kim Waters,Music,Kim Waters,,,,,nan,nan,nan,,,,Kim Waters,80,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23000,2195,,
587,R&B & Hip-Hop With Film & TV Placements,Music,Chris Brown,CHAPTABOIS,chrisbrownofficial,chaptabois,85824827,4426,167744,933,,,,Chris Brown,6278178,CHAPTABOIS,340,https://www.youtube.com/channel/UCkooCn183BUtGNz8nAK2dQg,,373884,58000,22582,,
588,70s Funk Catalog + Classic Hip-Hop,Music,De La Soul,RZA,wearedelasoul,rza,238048,1307968,8446,4491,,,,De La Soul,58045,RZA,3859,https://www.youtube.com/channel/UCnqLJnYmDgYuyYNiQx7k3ew,,548854,24000,14864,,
589,Pop Catalog with Ariana Grande,Music,Ariana Grande,Sofia Reyes,arianagrande,sofiareyes,247422599,1916648,5245511,29944,,,,Ariana Grande,663487,Sofia Reyes,3639,https://www.youtube.com/user/SoSofiaReyes,,1177456016,23500,4358,,
590,Sound Recording Royalties: Covers & Instrumentals,Catalog,,,,,,nan,nan,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,72500,12249,,
591,Sesame Street & Classic Kids' Movies,Music,Tony Geiss,,,,,nan,nan,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,580000,2963,,
592,Publishing for Popular Contemporary Christian Music,Music Film, Sanctus Real, Hawk Nelson,sanctusreal,hawknelson,70620,55356,387,2413,,,,Sanctus Real,1642,Hawk Nelson,949,https://www.youtube.com/user/hawknelsonmusic,,74643093,74000,8843,,
593,Music Featured in Popular TV Shows & Films,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,40500,4163,,
594,Iconic Hip-Hop Star Jay Z,Music,Jay Z,Puff Daddy,,diddy,,18053008,nan,118497,,,,Jay Z,40088,Puff Daddy,4123,https://www.youtube.com/channel/UCXllGWcWuVBMIs7livbiqXg,,71533,16650,1269,,
595,80s/90s Club Hits + Fatboy Slim,Music, Doug Lazy,,officialdouglazy,,1181,nan,62,nan,,,,Doug Lazy,9,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,18500,10351,,
596,"Song Featured in ""Alpha Dog""",Music, Lazarus,,,,,nan,nan,nan,,,,Lazarus,5924,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19750,16565,,
597,Hip-Hop: Dem Franchize Boyz & Buck$,Music,Dem Franchize Boyz,Buck$,demfranchizeboyz,,12601,nan,117,nan,,,,Dem Franchize Boyz,703,Buck$,7209,https://www.youtube.com/user/BucksFizzRS,,230533371,22500,11641,,
598,Pop Superstars + Nickelodeon Soundtrack,Music, Lazarus,,,,,nan,nan,nan,,,,Lazarus,5924,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,20500,72391,,
599,Huge Catalog of Covers & Instrumentals,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,140000,5384,,
600,Music Used in Popular VH1 Series,TV Series,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,55500,2581,,
601,Long Standing Popular Christian Music,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,45500,2843,,
602,Award Winning Contemporary Christian Music,Music,Hawk Nelson ,,hawknelson,,55362,nan,2413,nan,,,,Hawk Nelson,948,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,75500,4306,,
603,R&B and Pop Music With Global Earnings,Music,JRDN ,Charlie Wilson ,jrdnrestaurant,,1736,nan,40,nan,,,,JRDN,709,Charlie Wilson,10489,https://www.youtube.com/channel/UCQhEmIUf6OjOScOKGN7K18g,,6521,22250,8321,,
604,French Pop Song: “Voir La Nuit S'Emballer”,Music,Matt Pokora ,,mattpokora,,3022999,nan,128025,nan,,,,Matt Pokora,11,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16500,2038,,
605,3 Royalty Streams: Dem Franchize Boyz,Music,Dem Franchize Boyz ,,demfranchizeboyz,,12601,nan,117,nan,,,,Dem Franchize Boyz,703,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32500,10954,,
606,#1 Salsa Hit by Gilberto Santa Rosa,Music,Gilberto Santa Rosa ,,santarosalive,,786831,nan,8650,nan,,,,Gilberto Santa Rosa,6077,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,9100,3042,,
607,Growing Royalties: Wiz Khalifa Catalog,Music,Wiz Khalifa ,,wizkhalifa,,32861607,nan,393730,nan,,,,Wiz Khalifa,1201213,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,79750,11621,,
608,Scores from Award Winning Films & TV Shows,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,93500,5073,,
609,Robbie Williams' “Come Undone”,Music,Robbie William,,robbiewilliams,,2404460,nan,26983,nan,,,,Robbie William,4,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,64000,42598,,
610,Two Rock Albums: Masters & Copyrights,Music,Evans Blue ,,evansbluemusic,,3903,nan,175,nan,,,,Evans Blue,574,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,195000,1193,,
611,Publishing for Recent Rock Hits,Music,Black Veil Brides,Korn,blackveilbrides,korn_official,1528020,2277078,27855,39211,,,,Black Veil Brides,22870,Korn,71661,https://www.youtube.com/user/kornchannel,,1658554339,44000,3641,,
612,Music Used In Disney Films,Music,John Farnham,,,,,nan,nan,nan,,,,John Farnham,295,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23000,3517,,
613,Edgy Pop Catalog: Bibi Bourelly & More,Music,Bibi Bourelly ,Celine Dion,bibibourelly,celinedion,123230,4764432,1895,110536,,,,Bibi Bourelly,26728,Celine Dion,158137,https://www.youtube.com/user/CelineDionTV,,2961335541,17500,1549,,
614,“Mercy”: Kanye West's Grammy Nominated Hit,Music,Kanye West ,,kanyewest,,5337116,nan,391197,nan,,,,Kanye West,1119002,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,33000,2136,,
615,Wiz Khalifa Catalog with Annual Growth,Music,Wiz Khailfa ,,wizkhalifa,,32861616,nan,393731,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,56500,3698,,
616,International Pop Music Catalog,Music,Kylie Minogue ,Jason Derulo ,kylieminogue,jasonderulo,2260886,7830665,32995,237161,,,,Kylie Minogue,91222,Jason Derulo,1088359,https://www.youtube.com/user/JasonDerulo,,7754961151,14500,9075,,
617,Growing Hip-Hop Royalties: Kid Ink,Music,Kid Ink ,,kidink,,3641418,nan,15570,nan,,,,Kid Ink,343420,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,56500,2711,,
618,3 Royalty Streams: Platinum Hip-Hop Hit “Blasé”,Music,Ty Dolla $ign ,Future ,tydollasign,future,5603219,17125255,59338,746898,,,,Ty Dolla $ign,414618,Future,9922226,https://www.youtube.com/user/officialfuturevideos,,7430193584,23000,8259,,
619,Recent Hip-Hop Releases,Music,Kevin Gates ,,iamkevingates,,8910595,nan,67432,nan,,,,Kevin Gates,743371,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19000,55599,,
620,Diverse Catalog of R&B and Pop Music,Music,Charlie Wilson ,Frankie J ,,therealfrankiej,,162299,nan,1400,,,,Charlie Wilson,10481,Frankie J,725,https://www.youtube.com/channel/UC0_EyPMD1G7ET5wygqe1n8g,,113564851,21000,5823,,
621,Premium Stock Video Footage,Stock Video,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,190000,39951,,
622,R&B Catalog: Charlie Wilson & Keith Sweat,Music ,Charlie WIlson, Keith Sweat ,,keithsweat,,436141,nan,5978,,,,Charlie WIlson,10481,Keith Sweat,12348,https://www.youtube.com/user/keithsweat,,363736383,9150,9721,,
623,Kid Ink “Money and the Power”,Music,Kid Ink ,,kidink,,3641418,nan,15570,nan,,,,Kid Ink,343420,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19750,3992,,
624,Platinum #1 Country Hit “Angel Eyes”,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17250,36997,,
625,Master of Funk George Clinton,Music ,George Clinton ,,yolikegeorge,,118196,nan,2605,nan,,,,George Clinton,1600,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,18000,18052,,
626,Taylor Swift Lonestar & Emerson Drive,Music,Taylor Swift ,Emerson Drive ,taylorswift,emersondrive,165473439,10736,2576748,225,,,,,,Emerson Drive,55,https://www.youtube.com/channel/UC46uEyGCA14WhVVsMJ-Gckw,,639296,19000,2415,,
627,Platinum Hip-Hop Hit “Blasé”,Music,Ty Dolla $ign ,Rae Sremmurd ,tydollasign,raesremmurd,5603219,7168434,59338,38974,,,,Ty Dolla $ign,414618,Rae Sremmurd,584142,https://www.youtube.com/user/RaeSremmurd,,3891540499,15000,3783,,
628,Music Used In Emmy Nominated TV,TV Show ,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,53500,692,,
629,4x Platinum “Young Wild & Free”,Music,Snoop Dogg ,Bruno Mars ,snoopdogg,brunomars,61854166,23488279,188748,778802,,,,Snoop Dogg,1000537,Bruno Mars,580283,https://www.youtube.com/user/ElektraRecords,,14775476178,22000,3548,,
630,Pop Princess Britney Spears,Music,Britney Spears,David Guetta,britneyspears,davidguetta,31006828,8798655,517837,35313,,,,Britney Spears,1226084,David Guetta,2383354,https://www.youtube.com/user/davidguettavevo,,14491677923,51500,5466,,
631,Kacey Musgraves' “Apologize”,Music, Kacey Musgraves, Miranda Lambert,spaceykacey,mirandalambert,2181458,4214834,128714,61079,,,,Kacey Musgraves,13314,Miranda Lambert,3634714,https://www.youtube.com/user/mirandalambert,,929289477,225000,4922,,
632,Puff Daddy & Rising Hip-Hop Artists,Music,Puff Daddy,French Montana,diddy,frenchmontana,18050034,14651524,115833,80873,,,,Puff Daddy,4113,French Montana,102928,https://www.youtube.com/user/FrenchMontanaVideos,,2724453437,24250,9042,,
633,A Film Score & Music Used in Emmy Nominated TV,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,167500,52570,,
634,Beyonce Usher Romeo Santos feat. Drake & More,Music,Beyonce,Drake,beyonce,champagnepapi,189415219,84494216,3000504,1249697,,,,Beyonce,1770755,Drake,2757183,https://www.youtube.com/user/DrakeOfficial,,10139151619,57000,9683,,
635,Music Used On Bravo TLC & VH1,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,27000,1904,,
636,Robert Miles Neighboring Rights,Music,Robert Miles,,,,,nan,nan,nan,,,,Robert Miles,8926,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,172500,1962,,
637,Grammy Nominated “We Dem Boyz”,Music,Wiz Khalifa,,wizkhalifa,,32861633,nan,393731,nan,,,,Wiz Khalifa,1201214,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,82000,25352,,
638,Placements in Long-Running & Popular TV Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,11750,2355,,
639,Justin Moore's #1 Hit “Small Town USA”,Music,Justin Moore,,justincolemoore,,719104,nan,10113,nan,,,,Justin Moore,7358,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24500,12059,,
640,Music from “Dora the Explorer”,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,5250,4008,,
641,Music Placed in 90+ TV Shows,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,22000,11951,,
642,Music Used in Sports Programming Reality TV & More,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36500,7962,,
643,Pop Stars Rihanna & Demi Lovato,Music,Rihanna,Demi Lovato,badgalriri,ddlovato,99542205,108628024,4288131,300398,,,,Rihanna,1932928,Demi Lovato,115151,https://www.youtube.com/user/therealdemilovato,,5987799612,34000,3578,,
644,TV Placements - NBCUniversal & More,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,38500,6186,,
645,Production Music With Consistent Earnings,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,205000,7828,,
646,Hip-Hop Catalog Including Rick Ross and Kevin Gates,Music,Rick Ross,Kevin Gates,richbyrickross,iamkevingates,182749,8911873,254,68216,,,,Rick Ross,164004,Kevin Gates,743857,https://www.youtube.com/channel/UCXeDF3nhtGMcjHuL-mX9Swg,,23,31000,3812,,
647,“Wrist” by Chris Brown,Music,Chris Brown,,chrisbrownofficial,,85825733,nan,167752,nan,,,,Chris Brown,6278182,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13250,33668,,
648,Hip-Hop Icon Dr. Dre,Music,Dr. Dre,Sean Paul,drdre,duttypaul,5735882,1386218,631477,16125,,,,Dr. Dre,68303,Sean Paul,58027,https://www.youtube.com/user/AllSeanPaul,,1974623337,19750,16265,,
649,Platinum #1 Hit Song “Lotus Flower Bomb”,Music,Wale ,Miguel,Wale,miguel,4061036,3754922,45926,23824,,,,Wale,8316862,Miguel,4454951,https://www.youtube.com/channel/UCxU6nh0LHqH9H4-fxWMGsgw,,1147521743,107500,5331,,
650,Dem Franchize Boyz,Music,Dem Franchize Boyz,Twenty One Pilots,demfranchizeboyz,twentyonepilots,12601,8225222,117,380996,,,,Dem Franchize Boyz,703,Twenty One Pilots,296333,https://www.youtube.com/user/twentyonepilots,,3756140298,20000,11940,,
651,Music Used on VH1 MTV and E!,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,43000,3328,,
652,Music Featured on Telemundo Programming,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16750,3426,,
653,Robert Miles' Platinum #1 Hit “Children”,Music,Robert Miles,,,,,nan,nan,nan,,,,Robert Miles,8926,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,70000,9719,,
654,Music Used in 450+ TV Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,37000,8315,,
655,Over 250 Songs Used in TV Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19000,4216,,
656,First Royalties for Chris Brown's “Grass Ain't Greener”,Music,Chris Brown,,chrisbrownofficial,,85825800,nan,167753,nan,,,,Chris Brown,6278182,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,40000,4298,,
657,Rock Catalog including Korn and Black Veil Brides,Music,Korn,Black Veil Brides,korn_official,blackveilbrides,2276483,1528239,39195,28935,,,,Korn,71556,Black Veil Brides,22895,https://www.youtube.com/user/BlackVeilBridestv,,662767310,31000,9984,,
658,Audiobook Royalties for Two Classic Works,Audio Book,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,47500,17807,,
659,Trance Music Catalog - Masters & Copyrights,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21000,11234,,
660,Music Featured in Hollywood Blockbusters,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,152500,4775,,
661,Growing Royalties from Rising Hip-Hop Artists,Music,Kevin Gates,TK N Cash,iamkevingates,tkncash,8910608,54290,67442,594,,,,Kevin Gates,743371,TK N Cash,25927,https://www.youtube.com/user/TKNCASH1,,65064106,39000,16653,,
662,Platinum Grammy-Nominated “Lotus Flower Bomb”,Music,Wale feat. Miguel,,,,,nan,nan,nan,,,,Wale feat. Miguel,47,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36000,42653,,
663,Song Featured on Telemundo Programming,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,20000,1835,,
664,Hip-Hop Duo CHAPTABOIS - Catalog #2,Music,CHAPTABOIS,,chaptabois,,4425,nan,933,nan,,,,CHAPTABOIS,340,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,11750,7549,,
665,Hip-Hop Duo CHAPTABOIS - Catalog #1,Music,CHAPTABOIS,,chaptabois,,4425,nan,933,nan,,,,CHAPTABOIS,340,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,10500,7718,,
666,Celebrity Photo Income Sharing,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,37500,3493,,
667,Music Used on HGTV and the Food Network,Photographs,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32500,5016,,
668,Music from Fox Sports and Popular Network TV,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17500,7500,,
669,Reggaetón Songs by Popular Latin Artists,Music,Don Omar,,donomar,,7702698,nan,352638,nan,,,,Don Omar,55844,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24500,2309,,
670,Sync Royalties - Music Used by Apple & Hulu,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,57000,2336,,
671,Production Music Catalog with Positive Annual Growth,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,60500,19386,,
672,SoundExchange Rights Owner - Two Jazz Hits,Music,Walter Beasley,,walterbeasley,,18133,nan,210,nan,,,,Walter Beasley,71,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30500,3597,,
673,Copyrights for Santana Josh Groban and More!,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24500,7952,,
674,Music Played In Television Shows Across 90 Networks,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,69000,15236,,
675,Synchronization Royalties Paid by Musicbed,Music,Bradford Nyght,,,,,nan,nan,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,150000,8053,,
676,Background Song from “In a World...”,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,9250,9504,,
677,Spanish Pop Star Bustamante's “Vivir”,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32500,8220,,
678,Theme Song and Other Production Music,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32500,2999,,
679,Music From Emmy-Winning TV Shows,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21000,14075,,
680,Kanye West's Triple Platinum Hit “Mercy”,Music,Kanye West,,kanyewest,,5337158,nan,391200,nan,,,,Kanye West,1119009,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,26500,2059,,
681,Name-Brand Pop Hits + Production Music,Music,Pitbull,Akon,pitbull,akon,8416515,7558420,78624,49076,,,,Pitbull,383823,Akon,142017,https://www.youtube.com/user/Akon,,4438241729,47500,2550,,
682,Neo-Soul Singer Songwriter Angela Johnson,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16750,4346,,
683,Hip-Hop Hits by Popular Artists,Music,Eminem, Lil Wayne,eminem,liltunechi,32108814,13523882,544740,188815,,,,Eminem,1013085,Lil Wayne,424084,https://www.youtube.com/user/YMWayneCarter,,4556754344,13500,6705,,
684,Republications of Over 100 Classic Books,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,72500,563,,
685,'90s Hip-Hop Producer,Books,Eazy-E,Snoop Dogg,,snoopdogg,,61888022,nan,131272,,,,Eazy-E,39318,Snoop Dogg,1000780,https://www.youtube.com/user/westfesttv,,2499365633,21250,25632,,
686,International Chart Topper Janice Robinson,Music,Livin' Joy,,,,,nan,nan,nan,,,,Livin' Joy,316,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,47000,2680,,
687,Iconic Celebrity Photographs,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,77500,2302,,
688,Contemporary Jazz Legend Walter Beasley,Photographs,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,53000,13679,,
689,Over 400 Songs Used In Popular TV Shows,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,48000,1860,,
690,Justin Moore's Hit Song “Til My Last Day”,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,45000,81911,,
691,Production Music Used in Over 180 TV Shows,TV Shows,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,20000,7225,,
692,Collection of Timeless Celebrity Photos,Photographs,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,115000,8972,,
693,Pop Songs Including “Wings” by Little Mix,Photographs,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17750,193047,,
694,Diverse Catalog of Music Used in TV Shows,TV Shows,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16250,21670,,
695,"Classic Country Music Including ""Don’t Let Me Cross Over""",Music,Penny Jay,,,,,nan,nan,nan,,,,Penny Jay,2,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,27000,5234,,
696,Barry White's “You're the First the Last My Everything”,Music,Barry White,,,,,nan,nan,nan,,,,Barry White,6213,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,73000,59864,,
697,Royalties from a Hit French Song and More,Music,Maude,Ginuwine,,ginuwine,,859529,nan,2898,,,,Maude,1704,Ginuwine,9006,https://www.youtube.com/channel/UCDli7O-_YU0OWk-krf03pCw,,100038117,6050,3376,,
698,Music Used in Over 400 Television Shows,TV Shows,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,112500,2380,,
699,Music Used in Long-Running TV Shows,TV Shows,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19000,1489,,
700,Kanye West's Triple Platinum Hit “Mercy”,Music,Kanye West,Big Sean,kanyewest,bigsean,5337158,13459855,391201,175567,,,,Kanye West,1119010,Big Sean,9496596,https://www.youtube.com/user/bseandon,,1942837421,18000,9422,,
701,Invest in Latin America's Surging Music Market,Music,Reik,,reikmx,,2172900,nan,32904,nan,,,,Reik,8715,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,71000,9427,,
702,Songs Used in More Than 100 Popular TV Shows,TV Shows,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,15750,22627,,
703,New Hit “Something New” by Zendaya & More,Music,Zendaya,Little Mix,zendaya,littlemix,99132580,14404528,4935161,239135,,,,Zendaya,10874,Little Mix,5944845,https://www.youtube.com/user/littlemixmusic,,6278327648,35000,7588,,
704,Sales and Licensing of Iconic Celebrity Photos,Photographs,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,90000,1892,,
705,Certified-Gold Song “2AM.” by Adrian Marcel,Music,Adrian Marcel,,adrianmarcel,,107635,nan,1128,nan,,,,Adrian Marcel,25347,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,12000,3418,,
706,Soulful Hit Country Song “What We Ain't Got”,Music,Jake Owen,,jakeowenofficial,,1166887,nan,17595,nan,,,,Jake Owen,2869273,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,50500,107070,,
707,Classic Songs Performed by Hip-Hop Artist Coolio,Music,Coolio,,coolio,,95508,nan,2264,nan,,,,Coolio,4458,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,41000,273,,
708,Royalties from Hit Rap and R&B Songs,Music,2 pistols,,2pistolsbmu,,172392,nan,1795,nan,,,,2 pistols,253,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,33000,3427,,
709,"Royalties & Copyright for Matt White's ""Love""",Music,Matt White,,,,,nan,nan,nan,,,,Matt White,47,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,900000,15430,,
710,Songs from Albums by P!nk and John Legend,Music,P!nk,John Legend,pink,johnlegend,8442443,13774984,288204,147013,,,,P!nk,6329616,John Legend,4901465,https://www.youtube.com/user/johnlegend,,3277776614,57000,57247,,
